fg_phenotype	fg_link	ukbb_phenotype	ukbb_link
K11_STOMATITIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_STOMATITIS.gz	K12	gs://pan-ukbb-refinery/lifted/icd10-K12-both_sexes.tsv.bgz.lifted.gz
K11_STRICTURE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_STRICTURE.gz	560	gs://pan-ukbb-refinery/lifted/phecode-560-both_sexes.tsv.bgz.lifted.gz
K11_TONGUE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_TONGUE.gz	529	gs://pan-ukbb-refinery/lifted/phecode-529-both_sexes.tsv.bgz.lifted.gz
K11_TOOTH_DEV	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_TOOTH_DEV.gz	K00	gs://pan-ukbb-refinery/lifted/icd10-K00-both_sexes.tsv.bgz.lifted.gz
K11_UC_NOCD	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_UC_NOCD.gz	555.2	gs://pan-ukbb-refinery/lifted/phecode-555.2-both_sexes.tsv.bgz.lifted.gz
K11_UC_STRICT	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_UC_STRICT.gz	555.2	gs://pan-ukbb-refinery/lifted/phecode-555.2-both_sexes.tsv.bgz.lifted.gz
K11_UC_STRICT2	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_UC_STRICT2.gz	555.2	gs://pan-ukbb-refinery/lifted/phecode-555.2-both_sexes.tsv.bgz.lifted.gz
K11_ULCER	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_ULCER.gz	555.2	gs://pan-ukbb-refinery/lifted/phecode-555.2-both_sexes.tsv.bgz.lifted.gz
K11_UMBHER	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_UMBHER.gz	550.4	gs://pan-ukbb-refinery/lifted/phecode-550.4-both_sexes.tsv.bgz.lifted.gz
K11_VASCINT	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_VASCINT.gz	441	gs://pan-ukbb-refinery/lifted/phecode-441-both_sexes.tsv.bgz.lifted.gz
K11_VENTHER	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_K11_VENTHER.gz	K43	gs://pan-ukbb-refinery/lifted/icd10-K43-both_sexes.tsv.bgz.lifted.gz
KNEE_ARTHROSIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_KNEE_ARTHROSIS.gz	M17	gs://pan-ukbb-refinery/lifted/icd10-M17-both_sexes.tsv.bgz.lifted.gz
KRA_PSY_EATING	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_KRA_PSY_EATING.gz	F50	gs://pan-ukbb-refinery/lifted/icd10-F50-both_sexes.tsv.bgz.lifted.gz
L12_ABSCESS_CUT	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_ABSCESS_CUT.gz	L02	gs://pan-ukbb-refinery/lifted/icd10-L02-both_sexes.tsv.bgz.lifted.gz
		701.6	gs://pan-ukbb-refinery/lifted/phecode-701.6-both_sexes.tsv.bgz.lifted.gz
L12_ALLERGICCONTACT	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_ALLERGICCONTACT.gz	L23	gs://pan-ukbb-refinery/lifted/icd10-L23-both_sexes.tsv.bgz.lifted.gz
L12_ATROPHICSKIN	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_ATROPHICSKIN.gz	L90	gs://pan-ukbb-refinery/lifted/icd10-L90-both_sexes.tsv.bgz.lifted.gz
L12_CELLULITIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_CELLULITIS.gz	L03	gs://pan-ukbb-refinery/lifted/icd10-L03-both_sexes.tsv.bgz.lifted.gz
L12_CORNSANDCALLOS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_CORNSANDCALLOS.gz	700	gs://pan-ukbb-refinery/lifted/phecode-700-both_sexes.tsv.bgz.lifted.gz
L12_DECUBITANSULCERANDPRESSURE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_DECUBITANSULCERANDPRESSURE.gz	707.1	gs://pan-ukbb-refinery/lifted/phecode-707.1-both_sexes.tsv.bgz.lifted.gz
L12_DERMATITISNAS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_DERMATITISNAS.gz	L30	gs://pan-ukbb-refinery/lifted/icd10-L30-both_sexes.tsv.bgz.lifted.gz
L12_EPIDERMALTHICKOTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_EPIDERMALTHICKOTH.gz	L85	gs://pan-ukbb-refinery/lifted/icd10-L85-both_sexes.tsv.bgz.lifted.gz
L12_ERYTHEMAMULTIF	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_ERYTHEMAMULTIF.gz	L51	gs://pan-ukbb-refinery/lifted/icd10-L51-both_sexes.tsv.bgz.lifted.gz
L12_ERYTHEMATOUSOTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_ERYTHEMATOUSOTH.gz	L53	gs://pan-ukbb-refinery/lifted/icd10-L53-both_sexes.tsv.bgz.lifted.gz
L12_FOLICULAROTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_FOLICULAROTH.gz	L73	gs://pan-ukbb-refinery/lifted/icd10-L73-both_sexes.tsv.bgz.lifted.gz
L12_FOLLICULARCYST	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_FOLLICULARCYST.gz	L72	gs://pan-ukbb-refinery/lifted/icd10-L72-both_sexes.tsv.bgz.lifted.gz
L12_GRANULOMATOUSSKIN	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_GRANULOMATOUSSKIN.gz	L92	gs://pan-ukbb-refinery/lifted/icd10-L92-both_sexes.tsv.bgz.lifted.gz
L12_HAIRLOSSNONSCAR	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_HAIRLOSSNONSCAR.gz	L65	gs://pan-ukbb-refinery/lifted/icd10-L65-both_sexes.tsv.bgz.lifted.gz
L12_HIDRADENITISSUP	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_HIDRADENITISSUP.gz	705.3	gs://pan-ukbb-refinery/lifted/phecode-705.3-both_sexes.tsv.bgz.lifted.gz
L12_HYPERTROPHICSKIN	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_HYPERTROPHICSKIN.gz	L91	gs://pan-ukbb-refinery/lifted/icd10-L91-both_sexes.tsv.bgz.lifted.gz
L12_HYPETROPHICSCAR	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_HYPETROPHICSCAR.gz	701.4	gs://pan-ukbb-refinery/lifted/phecode-701.4-both_sexes.tsv.bgz.lifted.gz
L12_INFECT_SKIN_NAS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_INFECT_SKIN_NAS.gz	L08	gs://pan-ukbb-refinery/lifted/icd10-L08-both_sexes.tsv.bgz.lifted.gz
L12_INFECT_SKIN_OTHER	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_INFECT_SKIN_OTHER.gz	L08	gs://pan-ukbb-refinery/lifted/icd10-L08-both_sexes.tsv.bgz.lifted.gz
L12_INTERNALSUBSTANCEDERM	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_INTERNALSUBSTANCEDERM.gz	L27	gs://pan-ukbb-refinery/lifted/icd10-L27-both_sexes.tsv.bgz.lifted.gz
L12_LICHENPLANUS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_LICHENPLANUS.gz	L43	gs://pan-ukbb-refinery/lifted/icd10-L43-both_sexes.tsv.bgz.lifted.gz
L12_LICHENPLANUS_INCLAVO	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_LICHENPLANUS_INCLAVO.gz	L43	gs://pan-ukbb-refinery/lifted/icd10-L43-both_sexes.tsv.bgz.lifted.gz
L12_LICHSIMPANDPRURIGO	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_LICHSIMPANDPRURIGO.gz	L28	gs://pan-ukbb-refinery/lifted/icd10-L28-both_sexes.tsv.bgz.lifted.gz
L12_LOCALDCONNECTISSUEOTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_LOCALDCONNECTISSUEOTH.gz	L94	gs://pan-ukbb-refinery/lifted/icd10-L94-both_sexes.tsv.bgz.lifted.gz
L12_LUPUS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_LUPUS.gz	695.41	gs://pan-ukbb-refinery/lifted/phecode-695.41-both_sexes.tsv.bgz.lifted.gz
		695.41	gs://pan-ukbb-refinery/lifted/phecode-695.41-both_sexes.tsv.bgz.lifted.gz
L12_NAILDIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_NAILDIS.gz	703	gs://pan-ukbb-refinery/lifted/phecode-703-both_sexes.tsv.bgz.lifted.gz
L12_NAIL_INGROW	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_NAIL_INGROW.gz	703.1	gs://pan-ukbb-refinery/lifted/phecode-703.1-both_sexes.tsv.bgz.lifted.gz
L12_NONIONRADISKIN	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_NONIONRADISKIN.gz	938.2	gs://pan-ukbb-refinery/lifted/phecode-938.2-both_sexes.tsv.bgz.lifted.gz
L12_OTHERDISSKINANDSUBCUTIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_OTHERDISSKINANDSUBCUTIS.gz	L98	gs://pan-ukbb-refinery/lifted/icd10-L98-both_sexes.tsv.bgz.lifted.gz
L12_OTHPIGMENTATION	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_OTHPIGMENTATION.gz	L81	gs://pan-ukbb-refinery/lifted/icd10-L81-both_sexes.tsv.bgz.lifted.gz
L12_PILONIDALCYST	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_PILONIDALCYST.gz	686.3	gs://pan-ukbb-refinery/lifted/phecode-686.3-both_sexes.tsv.bgz.lifted.gz
L12_PRURITUS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_PRURITUS.gz	698	gs://pan-ukbb-refinery/lifted/phecode-698-both_sexes.tsv.bgz.lifted.gz
L12_PSORIASIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_PSORIASIS.gz	L40	gs://pan-ukbb-refinery/lifted/icd10-L40-both_sexes.tsv.bgz.lifted.gz
L12_RADIATIONRELATEDSKIN	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_RADIATIONRELATEDSKIN.gz	938	gs://pan-ukbb-refinery/lifted/phecode-938-both_sexes.tsv.bgz.lifted.gz
L12_ROSACEA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_ROSACEA.gz	695.3	gs://pan-ukbb-refinery/lifted/phecode-695.3-both_sexes.tsv.bgz.lifted.gz
L12_SCARCONDITIONS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_SCARCONDITIONS.gz	701.2	gs://pan-ukbb-refinery/lifted/phecode-701.2-both_sexes.tsv.bgz.lifted.gz
L12_SEBORRKERAT	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_SEBORRKERAT.gz	702.2	gs://pan-ukbb-refinery/lifted/phecode-702.2-both_sexes.tsv.bgz.lifted.gz
L12_VASCULITISSKIN	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_L12_VASCULITISSKIN.gz	L95	gs://pan-ukbb-refinery/lifted/icd10-L95-both_sexes.tsv.bgz.lifted.gz
M13_ANKYLOSISJOINT	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_ANKYLOSISJOINT.gz	741.1	gs://pan-ukbb-refinery/lifted/phecode-741.1-both_sexes.tsv.bgz.lifted.gz
M13_ARTHINOTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_ARTHINOTH.gz	M14	gs://pan-ukbb-refinery/lifted/icd10-M14-both_sexes.tsv.bgz.lifted.gz
M13_ARTHROSIS_KNEE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_ARTHROSIS_KNEE.gz	M17	gs://pan-ukbb-refinery/lifted/icd10-M17-both_sexes.tsv.bgz.lifted.gz
M13_ARTHROSIS_POLY	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_ARTHROSIS_POLY.gz	M15	gs://pan-ukbb-refinery/lifted/icd10-M15-both_sexes.tsv.bgz.lifted.gz
M13_ARTHTROSIS_COX	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_ARTHTROSIS_COX.gz	M16	gs://pan-ukbb-refinery/lifted/icd10-M16-both_sexes.tsv.bgz.lifted.gz
M13_BONECONTINUITY	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_BONECONTINUITY.gz	M84	gs://pan-ukbb-refinery/lifted/icd10-M84-both_sexes.tsv.bgz.lifted.gz
M13_BONEDENSOTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_BONEDENSOTH.gz	M85	gs://pan-ukbb-refinery/lifted/icd10-M85-both_sexes.tsv.bgz.lifted.gz
M13_BURSOPATHY	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_BURSOPATHY.gz	M71	gs://pan-ukbb-refinery/lifted/icd10-M71-both_sexes.tsv.bgz.lifted.gz
M13_CALCIFICTEND	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_CALCIFICTEND.gz	726.2	gs://pan-ukbb-refinery/lifted/phecode-726.2-both_sexes.tsv.bgz.lifted.gz
M13_CERVICALGIA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_CERVICALGIA.gz	761	gs://pan-ukbb-refinery/lifted/phecode-761-both_sexes.tsv.bgz.lifted.gz
M13_CERVICDISC	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_CERVICDISC.gz	M50	gs://pan-ukbb-refinery/lifted/icd10-M50-both_sexes.tsv.bgz.lifted.gz
M13_CRYSTALARTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_CRYSTALARTH.gz	274.2	gs://pan-ukbb-refinery/lifted/phecode-274.2-both_sexes.tsv.bgz.lifted.gz
M13_DEFORMACQ	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_DEFORMACQ.gz	M95	gs://pan-ukbb-refinery/lifted/icd10-M95-both_sexes.tsv.bgz.lifted.gz
M13_DUPUTRYEN	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_DUPUTRYEN.gz	728.71	gs://pan-ukbb-refinery/lifted/phecode-728.71-both_sexes.tsv.bgz.lifted.gz
M13_ENTESOPATHYLOW	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_ENTESOPATHYLOW.gz	M76	gs://pan-ukbb-refinery/lifted/icd10-M76-both_sexes.tsv.bgz.lifted.gz
M13_ENTESOPATHYOTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_ENTESOPATHYOTH.gz	M77	gs://pan-ukbb-refinery/lifted/icd10-M77-both_sexes.tsv.bgz.lifted.gz
M13_FIBROBLASTIC	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_FIBROBLASTIC.gz	728.7	gs://pan-ukbb-refinery/lifted/phecode-728.7-both_sexes.tsv.bgz.lifted.gz
M13_FINGERDEFORM	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_FINGERDEFORM.gz	736.2	gs://pan-ukbb-refinery/lifted/phecode-736.2-both_sexes.tsv.bgz.lifted.gz
M13_FLATFOOT	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_FLATFOOT.gz	735.1	gs://pan-ukbb-refinery/lifted/phecode-735.1-both_sexes.tsv.bgz.lifted.gz
M13_GIANTCELL	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_GIANTCELL.gz	446.5	gs://pan-ukbb-refinery/lifted/phecode-446.5-both_sexes.tsv.bgz.lifted.gz
M13_GOUT	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_GOUT.gz	274.1	gs://pan-ukbb-refinery/lifted/phecode-274.1-both_sexes.tsv.bgz.lifted.gz
M13_HALLUXRIGIDUS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_HALLUXRIGIDUS.gz	735.23	gs://pan-ukbb-refinery/lifted/phecode-735.23-both_sexes.tsv.bgz.lifted.gz
M13_HALLUXVALGUS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_HALLUXVALGUS.gz	735.3	gs://pan-ukbb-refinery/lifted/phecode-735.3-both_sexes.tsv.bgz.lifted.gz
M13_HAMMERTOE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_HAMMERTOE.gz	735.21	gs://pan-ukbb-refinery/lifted/phecode-735.21-both_sexes.tsv.bgz.lifted.gz
M13_INTERVERTEB	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_INTERVERTEB.gz	M51	gs://pan-ukbb-refinery/lifted/icd10-M51-both_sexes.tsv.bgz.lifted.gz
M13_KNEEDERANGEMENTS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_KNEEDERANGEMENTS.gz	M23	gs://pan-ukbb-refinery/lifted/icd10-M23-both_sexes.tsv.bgz.lifted.gz
M13_LIMBPAIN	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_LIMBPAIN.gz	773	gs://pan-ukbb-refinery/lifted/phecode-773-both_sexes.tsv.bgz.lifted.gz
M13_LOOSEJOINT	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_LOOSEJOINT.gz	742.1	gs://pan-ukbb-refinery/lifted/phecode-742.1-both_sexes.tsv.bgz.lifted.gz
M13_MUSCLEATROPH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_MUSCLEATROPH.gz	772.1	gs://pan-ukbb-refinery/lifted/phecode-772.1-both_sexes.tsv.bgz.lifted.gz
M13_NECROVASC	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_NECROVASC.gz	M31	gs://pan-ukbb-refinery/lifted/icd10-M31-both_sexes.tsv.bgz.lifted.gz
M13_OSTEOCHONDROPATHY	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_OSTEOCHONDROPATHY.gz	M93	gs://pan-ukbb-refinery/lifted/icd10-M93-both_sexes.tsv.bgz.lifted.gz
M13_OSTEOMYELITIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_OSTEOMYELITIS.gz	M86	gs://pan-ukbb-refinery/lifted/icd10-M86-both_sexes.tsv.bgz.lifted.gz
M13_OSTEONECROSIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_OSTEONECROSIS.gz	733.4	gs://pan-ukbb-refinery/lifted/phecode-733.4-both_sexes.tsv.bgz.lifted.gz
M13_POLYARTERETAL	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_POLYARTERETAL.gz	M30	gs://pan-ukbb-refinery/lifted/icd10-M30-both_sexes.tsv.bgz.lifted.gz
M13_POLYMYALGIA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_POLYMYALGIA.gz	717	gs://pan-ukbb-refinery/lifted/phecode-717-both_sexes.tsv.bgz.lifted.gz
M13_POSTOPMUSCULOSKE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_POSTOPMUSCULOSKE.gz	M96	gs://pan-ukbb-refinery/lifted/icd10-M96-both_sexes.tsv.bgz.lifted.gz
M13_RHEUMATISM	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_RHEUMATISM.gz	729.1	gs://pan-ukbb-refinery/lifted/phecode-729.1-both_sexes.tsv.bgz.lifted.gz
M13_SACROILIITIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_SACROILIITIS.gz	715.1	gs://pan-ukbb-refinery/lifted/phecode-715.1-both_sexes.tsv.bgz.lifted.gz
M13_SCIATICA	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_SCIATICA.gz	764	gs://pan-ukbb-refinery/lifted/phecode-764-both_sexes.tsv.bgz.lifted.gz
M13_SCOLIOSIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_SCOLIOSIS.gz	M41	gs://pan-ukbb-refinery/lifted/icd10-M41-both_sexes.tsv.bgz.lifted.gz
M13_SHOULDER	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_SHOULDER.gz	M75	gs://pan-ukbb-refinery/lifted/icd10-M75-both_sexes.tsv.bgz.lifted.gz
M13_SJOGREN	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_SJOGREN.gz	709.2	gs://pan-ukbb-refinery/lifted/phecode-709.2-both_sexes.tsv.bgz.lifted.gz
M13_SLE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_SLE.gz	695.42	gs://pan-ukbb-refinery/lifted/phecode-695.42-both_sexes.tsv.bgz.lifted.gz
M13_SOFTTISSUEOTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_SOFTTISSUEOTH.gz	M79	gs://pan-ukbb-refinery/lifted/icd10-M79-both_sexes.tsv.bgz.lifted.gz
M13_SPONDYLOLISTHESIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_SPONDYLOLISTHESIS.gz	738.4	gs://pan-ukbb-refinery/lifted/phecode-738.4-both_sexes.tsv.bgz.lifted.gz
M13_SPONDYLOSIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_SPONDYLOSIS.gz	M47	gs://pan-ukbb-refinery/lifted/icd10-M47-both_sexes.tsv.bgz.lifted.gz
M13_SPONTRUPTSYNOTEND	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_SPONTRUPTSYNOTEND.gz	M66	gs://pan-ukbb-refinery/lifted/icd10-M66-both_sexes.tsv.bgz.lifted.gz
M13_SYSTSLCE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_SYSTSLCE.gz	M34	gs://pan-ukbb-refinery/lifted/icd10-M34-both_sexes.tsv.bgz.lifted.gz
M13_TORTICOLLIS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_TORTICOLLIS.gz	723.1	gs://pan-ukbb-refinery/lifted/phecode-723.1-both_sexes.tsv.bgz.lifted.gz
M13_VERTEBCOLLAPSE	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_M13_VERTEBCOLLAPSE.gz	743.21	gs://pan-ukbb-refinery/lifted/phecode-743.21-both_sexes.tsv.bgz.lifted.gz
MEMLOSS	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_MEMLOSS.gz	292.3	gs://pan-ukbb-refinery/lifted/phecode-292.3-both_sexes.tsv.bgz.lifted.gz
MIGRAINE_TRIPTAN	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_MIGRAINE_TRIPTAN.gz	G43	gs://pan-ukbb-refinery/lifted/icd10-G43-both_sexes.tsv.bgz.lifted.gz
		333.2	gs://pan-ukbb-refinery/lifted/phecode-333.2-both_sexes.tsv.bgz.lifted.gz
N14_ABNORMALBLEED	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_N14_ABNORMALBLEED.gz	N93	gs://pan-ukbb-refinery/lifted/icd10-N93-both_sexes.tsv.bgz.lifted.gz
N14_ACUTERENFAIL	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_N14_ACUTERENFAIL.gz	585.1	gs://pan-ukbb-refinery/lifted/phecode-585.1-both_sexes.tsv.bgz.lifted.gz
N14_BENIGNMAMDYSP	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_N14_BENIGNMAMDYSP.gz	610.8	gs://pan-ukbb-refinery/lifted/phecode-610.8-females.tsv.bgz.lifted.gz
N14_BREASTDISOTH	gs://finngen-production-library-green/finngen_R6/finngen_R6_analysis_data/summary_stats/release/finngen_R6_N14_BREASTDISOTH.gz	N64	gs://pan-ukbb-refinery/lifted/icd10-N64-both_sexes.tsv.bgz.lifted.gz
